ID,age,age bucket,job,marital,education,default,housing,loan,contact,month,day_of_week,duration,response
335,46,38 to 58,services,married,high.school,unknown,yes,no,telephone,may,mon,313,0
336,49,38 to 58,entrepreneur,married,high.school,no,yes,no,telephone,may,mon,135,0
337,42,38 to 58,technician,single,professional.course,unknown,yes,no,telephone,may,mon,152,0
338,36,17 to 37,blue-collar,single,high.school,no,yes,yes,telephone,may,mon,402,0
339,55,38 to 58,blue-collar,married,basic.9y,unknown,yes,no,telephone,may,mon,221,0
340,41,38 to 58,management,married,university.degree,unknown,no,no,telephone,may,mon,213,0
341,57,38 to 58,management,married,professional.course,unknown,yes,no,telephone,may,mon,144,0
342,32,17 to 37,services,single,high.school,no,yes,no,telephone,may,mon,158,0
343,49,38 to 58,admin.,married,basic.9y,no,no,no,telephone,may,mon,220,0
344,57,38 to 58,unknown,married,unknown,unknown,yes,no,telephone,may,mon,325,0
345,58,38 to 58,blue-collar,divorced,basic.4y,no,yes,no,telephone,may,mon,254,0
346,52,38 to 58,technician,married,high.school,no,yes,no,telephone,may,mon,503,0
347,50,38 to 58,services,divorced,professional.course,no,no,no,telephone,may,mon,680,0
348,41,38 to 58,blue-collar,single,basic.9y,unknown,yes,no,telephone,may,mon,421,0
349,33,17 to 37,entrepreneur,married,university.degree,no,yes,no,telephone,may,mon,130,0
350,57,38 to 58,blue-collar,married,basic.4y,no,no,no,telephone,may,mon,164,0
351,48,38 to 58,blue-collar,married,basic.6y,unknown,no,no,telephone,may,mon,174,0
352,55,38 to 58,technician,married,professional.course,no,no,no,telephone,may,mon,113,0
353,38,38 to 58,management,married,university.degree,no,no,no,telephone,may,mon,195,0
354,38,38 to 58,services,married,high.school,no,yes,no,telephone,may,mon,347,0
355,53,38 to 58,admin.,married,university.degree,no,yes,no,telephone,may,mon,208,0
356,43,38 to 58,unemployed,single,university.degree,no,no,no,telephone,may,mon,404,0
357,36,17 to 37,blue-collar,single,high.school,no,no,no,telephone,may,mon,396,0
358,32,17 to 37,blue-collar,married,basic.9y,no,no,no,telephone,may,mon,98,0
359,33,17 to 37,services,married,basic.4y,no,no,no,telephone,may,mon,229,0
360,58,38 to 58,entrepreneur,married,basic.4y,no,yes,no,telephone,may,mon,350,0
361,40,38 to 58,unemployed,divorced,high.school,unknown,no,no,telephone,may,tue,88,0
362,57,38 to 58,management,married,university.degree,no,yes,no,telephone,may,tue,379,0
363,45,38 to 58,technician,married,high.school,no,yes,no,telephone,may,tue,168,0
364,42,38 to 58,blue-collar,married,basic.4y,unknown,yes,no,telephone,may,tue,190,0
365,46,38 to 58,admin.,married,university.degree,no,yes,no,telephone,may,tue,158,0
366,36,17 to 37,technician,married,university.degree,no,no,no,telephone,may,tue,210,0
367,41,38 to 58,self-employed,married,high.school,no,yes,no,telephone,may,tue,102,0
368,57,38 to 58,admin.,divorced,basic.9y,no,no,no,telephone,may,tue,306,0
369,49,38 to 58,blue-collar,married,basic.9y,unknown,yes,no,telephone,may,tue,64,0
370,56,38 to 58,management,divorced,high.school,no,no,no,telephone,may,tue,218,0
371,37,17 to 37,blue-collar,married,basic.9y,no,no,no,telephone,may,tue,77,0
372,37,17 to 37,blue-collar,married,basic.9y,no,no,yes,telephone,may,tue,54,0
373,46,38 to 58,admin.,single,high.school,no,yes,no,telephone,may,tue,344,0
374,22,17 to 37,blue-collar,single,basic.9y,no,yes,no,telephone,may,tue,195,0
375,43,38 to 58,services,married,high.school,no,no,no,telephone,may,tue,202,0
376,49,38 to 58,blue-collar,married,unknown,no,no,no,telephone,may,tue,286,0
377,41,38 to 58,technician,married,basic.6y,no,yes,no,telephone,may,tue,278,0
378,38,38 to 58,admin.,single,university.degree,no,no,no,telephone,may,tue,189,0
379,33,17 to 37,admin.,married,basic.9y,no,no,no,telephone,may,tue,83,0
380,49,38 to 58,admin.,married,university.degree,no,yes,yes,telephone,may,tue,18,0
381,30,17 to 37,blue-collar,single,unknown,no,no,no,telephone,may,tue,184,0
382,33,17 to 37,admin.,married,basic.9y,no,yes,no,telephone,may,tue,235,0
383,34,17 to 37,management,single,university.degree,no,no,no,telephone,may,tue,290,0
384,30,17 to 37,student,single,unknown,unknown,no,no,telephone,may,tue,133,0
385,59,59 to 79,management,married,basic.4y,unknown,yes,yes,telephone,may,tue,318,0
386,59,59 to 79,management,married,basic.4y,unknown,unknown,unknown,telephone,may,tue,437,0
387,41,38 to 58,self-employed,married,university.degree,no,no,no,telephone,may,tue,402,0
388,48,38 to 58,housemaid,married,basic.6y,unknown,yes,yes,telephone,may,tue,501,0
389,28,17 to 37,unknown,single,unknown,unknown,yes,yes,telephone,may,tue,1201,1
390,44,38 to 58,services,married,high.school,no,yes,no,telephone,may,tue,1030,1
391,59,59 to 79,retired,unknown,university.degree,unknown,no,no,telephone,may,tue,253,0
392,50,38 to 58,management,married,high.school,unknown,no,no,telephone,may,tue,149,0
393,35,17 to 37,admin.,married,university.degree,no,no,no,telephone,may,tue,144,0
394,42,38 to 58,admin.,married,high.school,no,no,no,telephone,may,tue,69,0
395,45,38 to 58,admin.,married,basic.9y,no,no,no,telephone,may,tue,243,0
396,36,17 to 37,technician,married,professional.course,no,no,no,telephone,may,tue,769,0
397,56,38 to 58,services,married,high.school,unknown,no,no,telephone,may,tue,135,0
398,29,17 to 37,blue-collar,divorced,basic.4y,no,no,no,telephone,may,tue,231,0
399,41,38 to 58,self-employed,married,university.degree,no,yes,yes,telephone,may,tue,442,0
400,42,38 to 58,blue-collar,married,basic.9y,unknown,no,no,telephone,may,tue,199,0
401,52,38 to 58,services,single,high.school,no,no,no,telephone,may,tue,455,0
402,48,38 to 58,services,married,high.school,unknown,unknown,unknown,telephone,may,tue,152,0
403,31,17 to 37,blue-collar,married,high.school,unknown,yes,no,telephone,may,tue,124,0
404,43,38 to 58,unemployed,married,university.degree,unknown,yes,no,telephone,may,tue,424,0
405,36,17 to 37,blue-collar,married,basic.4y,unknown,no,no,telephone,may,tue,43,0
406,42,38 to 58,entrepreneur,married,university.degree,no,yes,no,telephone,may,tue,154,0
407,52,38 to 58,services,divorced,basic.6y,no,no,no,telephone,may,tue,393,0
408,39,38 to 58,admin.,married,high.school,no,yes,no,telephone,may,tue,203,0
409,36,17 to 37,services,married,high.school,no,no,yes,telephone,may,tue,140,0
410,42,38 to 58,blue-collar,married,basic.9y,unknown,yes,no,telephone,may,tue,326,0
411,41,38 to 58,admin.,married,high.school,no,no,no,telephone,may,tue,483,0
412,55,38 to 58,technician,married,basic.4y,no,no,yes,telephone,may,tue,259,0
413,30,17 to 37,blue-collar,married,basic.9y,no,no,no,telephone,may,tue,227,0
414,57,38 to 58,retired,unknown,basic.4y,no,no,no,telephone,may,tue,673,0
415,45,38 to 58,entrepreneur,married,basic.4y,unknown,yes,no,telephone,may,tue,576,0
416,51,38 to 58,blue-collar,married,basic.4y,unknown,yes,yes,telephone,may,tue,180,0
417,39,38 to 58,self-employed,single,basic.9y,unknown,yes,yes,telephone,may,tue,90,0
418,47,38 to 58,admin.,married,high.school,unknown,no,no,telephone,may,tue,505,0
419,27,17 to 37,services,married,high.school,no,yes,no,telephone,may,tue,245,0
420,34,17 to 37,technician,single,university.degree,no,yes,no,telephone,may,tue,186,0
421,57,38 to 58,blue-collar,married,basic.4y,unknown,yes,no,telephone,may,tue,208,0
422,43,38 to 58,entrepreneur,married,basic.4y,no,no,no,telephone,may,tue,623,0
423,49,38 to 58,blue-collar,married,basic.4y,unknown,no,no,telephone,may,tue,180,0
424,39,38 to 58,management,married,university.degree,unknown,no,no,telephone,may,tue,496,0
425,38,38 to 58,blue-collar,married,basic.4y,unknown,yes,no,telephone,may,tue,118,0
426,49,38 to 58,blue-collar,married,basic.9y,no,no,no,telephone,may,tue,102,0
427,58,38 to 58,management,married,basic.6y,no,no,no,telephone,may,tue,342,0
428,43,38 to 58,technician,married,professional.course,no,yes,no,telephone,may,tue,225,0
429,50,38 to 58,unknown,married,unknown,unknown,yes,no,telephone,may,tue,185,0
430,31,17 to 37,services,married,high.school,unknown,no,no,telephone,may,tue,276,0
431,43,38 to 58,self-employed,divorced,university.degree,no,no,no,telephone,may,tue,87,0
432,43,38 to 58,self-employed,married,basic.9y,unknown,no,no,telephone,may,tue,744,0
433,30,17 to 37,self-employed,single,university.degree,no,yes,no,telephone,may,tue,262,0
434,27,17 to 37,services,single,professional.course,no,yes,yes,telephone,may,tue,271,0
435,51,38 to 58,services,married,unknown,unknown,no,no,telephone,may,tue,141,0
436,37,17 to 37,technician,married,professional.course,no,yes,no,telephone,may,tue,198,0
437,46,38 to 58,housemaid,married,basic.9y,no,yes,no,telephone,may,tue,150,0
438,35,17 to 37,blue-collar,married,professional.course,no,no,no,telephone,may,tue,241,0
439,47,38 to 58,admin.,divorced,university.degree,no,no,no,telephone,may,tue,196,0
440,46,38 to 58,management,married,unknown,no,yes,no,telephone,may,tue,149,0
441,40,38 to 58,technician,married,professional.course,unknown,no,yes,telephone,may,tue,264,0
442,26,17 to 37,housemaid,married,university.degree,no,no,no,telephone,may,tue,246,0
443,32,17 to 37,blue-collar,divorced,basic.9y,unknown,no,no,telephone,may,tue,309,0
444,45,38 to 58,management,married,university.degree,no,yes,no,telephone,may,tue,140,0
445,34,17 to 37,admin.,married,basic.9y,no,no,no,telephone,may,tue,175,0
446,47,38 to 58,blue-collar,married,unknown,unknown,no,no,telephone,may,tue,136,0
447,42,38 to 58,technician,married,professional.course,no,no,no,telephone,may,tue,1623,1
448,57,38 to 58,technician,married,basic.4y,unknown,no,yes,telephone,may,tue,50,0
449,57,38 to 58,technician,married,basic.4y,unknown,no,no,telephone,may,tue,101,0
450,38,38 to 58,blue-collar,married,basic.4y,no,no,yes,telephone,may,tue,144,0
451,57,38 to 58,technician,married,basic.4y,unknown,no,no,telephone,may,tue,238,0
452,28,17 to 37,student,single,basic.9y,unknown,yes,no,telephone,may,tue,354,0
453,60,59 to 79,management,married,university.degree,no,no,no,telephone,may,tue,451,0
454,48,38 to 58,admin.,married,university.degree,no,yes,no,telephone,may,tue,159,0
455,47,38 to 58,technician,married,professional.course,no,yes,no,telephone,may,tue,170,0
456,40,38 to 58,admin.,married,high.school,no,no,no,telephone,may,tue,243,0
457,51,38 to 58,management,married,professional.course,unknown,yes,no,telephone,may,tue,141,0
458,48,38 to 58,unemployed,single,basic.4y,no,yes,no,telephone,may,tue,112,0
459,54,38 to 58,housemaid,married,basic.4y,no,no,no,telephone,may,tue,262,0
460,40,38 to 58,blue-collar,married,basic.6y,no,no,yes,telephone,may,tue,53,0
461,44,38 to 58,admin.,single,basic.9y,unknown,no,no,telephone,may,tue,134,0
462,42,38 to 58,technician,divorced,high.school,no,no,no,telephone,may,tue,204,0
463,52,38 to 58,self-employed,married,university.degree,no,yes,no,telephone,may,tue,678,0
464,31,17 to 37,blue-collar,single,basic.9y,no,yes,no,telephone,may,tue,182,0
465,32,17 to 37,services,married,high.school,no,no,no,telephone,may,tue,162,0
466,44,38 to 58,admin.,married,high.school,no,yes,yes,telephone,may,tue,177,0
467,39,38 to 58,management,married,basic.6y,unknown,no,no,telephone,may,tue,27,0
468,57,38 to 58,management,married,professional.course,unknown,yes,no,telephone,may,tue,699,0
469,52,38 to 58,admin.,married,basic.4y,no,yes,no,telephone,may,tue,358,0
470,42,38 to 58,management,married,university.degree,no,no,no,telephone,may,tue,1677,1
471,42,38 to 58,technician,single,professional.course,unknown,unknown,unknown,telephone,may,tue,529,0
472,43,38 to 58,management,married,professional.course,no,yes,no,telephone,may,tue,310,0
473,31,17 to 37,admin.,divorced,high.school,no,no,no,telephone,may,tue,47,0
474,29,17 to 37,admin.,married,university.degree,unknown,yes,no,telephone,may,tue,379,0
475,57,38 to 58,blue-collar,divorced,basic.4y,no,no,no,telephone,may,tue,30,0
476,44,38 to 58,blue-collar,married,basic.9y,unknown,no,no,telephone,may,tue,472,0
477,59,59 to 79,unknown,married,unknown,unknown,no,no,telephone,may,tue,113,0
478,39,38 to 58,blue-collar,married,basic.4y,unknown,no,no,telephone,may,tue,114,0
479,57,38 to 58,retired,married,university.degree,no,no,no,telephone,may,tue,116,0
480,41,38 to 58,management,married,unknown,unknown,no,no,telephone,may,tue,448,0
481,37,17 to 37,technician,single,high.school,unknown,no,yes,telephone,may,tue,264,0
482,38,38 to 58,services,married,high.school,no,yes,no,telephone,may,tue,169,0
483,42,38 to 58,retired,married,basic.4y,no,no,no,telephone,may,tue,145,0
484,49,38 to 58,unknown,married,unknown,unknown,yes,no,telephone,may,tue,288,0
485,54,38 to 58,management,married,basic.6y,unknown,yes,yes,telephone,may,tue,381,0
486,36,17 to 37,admin.,married,university.degree,no,unknown,unknown,telephone,may,tue,176,0
487,32,17 to 37,admin.,single,university.degree,unknown,no,no,telephone,may,tue,215,0
488,35,17 to 37,technician,married,professional.course,no,yes,no,telephone,may,tue,278,0
489,45,38 to 58,housemaid,married,professional.course,unknown,no,no,telephone,may,tue,188,0
490,56,38 to 58,technician,married,unknown,no,yes,no,telephone,may,tue,174,0
491,34,17 to 37,technician,married,university.degree,no,yes,no,telephone,may,tue,226,0
492,41,38 to 58,unemployed,married,basic.9y,unknown,no,no,telephone,may,tue,111,0
493,41,38 to 58,services,married,basic.9y,no,no,no,telephone,may,tue,157,0
494,36,17 to 37,blue-collar,married,basic.9y,unknown,no,no,telephone,may,tue,46,0
495,32,17 to 37,admin.,single,university.degree,unknown,unknown,unknown,telephone,may,tue,49,0
496,31,17 to 37,services,married,high.school,unknown,unknown,unknown,telephone,may,tue,374,0
497,38,38 to 58,technician,married,professional.course,no,yes,no,telephone,may,tue,349,0
498,35,17 to 37,admin.,divorced,university.degree,unknown,yes,no,telephone,may,tue,325,0
499,53,38 to 58,admin.,married,professional.course,no,yes,no,telephone,may,tue,233,0
500,51,38 to 58,admin.,married,basic.6y,unknown,yes,no,telephone,may,tue,531,0
501,56,38 to 58,entrepreneur,married,university.degree,unknown,no,no,telephone,may,tue,153,0
502,33,17 to 37,admin.,married,basic.9y,no,unknown,unknown,telephone,may,tue,80,0
503,33,17 to 37,admin.,married,basic.9y,no,no,no,telephone,may,tue,198,0
504,51,38 to 58,services,divorced,high.school,unknown,yes,no,telephone,may,tue,568,0
505,39,38 to 58,services,married,high.school,unknown,yes,no,telephone,may,tue,918,1
506,45,38 to 58,entrepreneur,married,university.degree,no,no,no,telephone,may,tue,82,0
507,40,38 to 58,technician,single,university.degree,no,no,no,telephone,may,tue,198,0
508,60,59 to 79,unknown,single,unknown,unknown,yes,no,telephone,may,tue,211,0
509,33,17 to 37,technician,married,university.degree,no,yes,no,telephone,may,tue,120,0
510,47,38 to 58,blue-collar,married,high.school,unknown,yes,no,telephone,may,tue,269,0
511,48,38 to 58,blue-collar,married,basic.4y,no,no,no,telephone,may,tue,128,0
512,43,38 to 58,entrepreneur,married,high.school,no,no,no,telephone,may,tue,166,0
513,37,17 to 37,management,married,university.degree,no,yes,no,telephone,may,tue,211,0
514,50,38 to 58,services,married,basic.9y,no,yes,yes,telephone,may,tue,369,0
515,59,59 to 79,entrepreneur,married,high.school,no,yes,no,telephone,may,tue,91,0
516,32,17 to 37,technician,married,unknown,unknown,yes,no,telephone,may,tue,267,0
517,42,38 to 58,housemaid,single,basic.4y,unknown,yes,no,telephone,may,tue,198,0
518,52,38 to 58,blue-collar,married,basic.4y,no,no,no,telephone,may,tue,371,0
519,42,38 to 58,blue-collar,married,unknown,unknown,no,no,telephone,may,tue,288,0
520,42,38 to 58,admin.,married,unknown,no,no,no,telephone,may,tue,221,0
521,40,38 to 58,management,married,basic.9y,unknown,unknown,unknown,telephone,may,tue,427,0
522,38,38 to 58,blue-collar,married,basic.9y,no,no,no,telephone,may,tue,310,0
523,39,38 to 58,blue-collar,married,basic.6y,no,yes,no,telephone,may,tue,158,0
524,39,38 to 58,blue-collar,married,basic.6y,no,no,no,telephone,may,tue,198,0
525,38,38 to 58,admin.,married,high.school,no,no,no,telephone,may,tue,145,0
526,47,38 to 58,admin.,single,unknown,unknown,yes,no,telephone,may,tue,247,0
527,30,17 to 37,services,single,high.school,no,no,no,telephone,may,tue,102,0
528,38,38 to 58,admin.,divorced,high.school,no,yes,yes,telephone,may,tue,179,0
529,39,38 to 58,technician,divorced,university.degree,no,no,no,telephone,may,tue,73,0
530,44,38 to 58,admin.,married,high.school,no,no,no,telephone,may,tue,263,0
531,36,17 to 37,admin.,married,high.school,no,no,no,telephone,may,tue,342,0
532,41,38 to 58,services,married,high.school,unknown,yes,yes,telephone,may,tue,41,0
533,41,38 to 58,blue-collar,married,basic.6y,no,no,no,telephone,may,tue,13,0
534,35,17 to 37,blue-collar,married,basic.9y,no,no,no,telephone,may,tue,79,0
535,41,38 to 58,technician,married,high.school,no,no,no,telephone,may,tue,358,0
536,36,17 to 37,services,married,high.school,unknown,no,no,telephone,may,tue,162,0
537,35,17 to 37,admin.,single,high.school,no,yes,yes,telephone,may,tue,150,0
538,33,17 to 37,blue-collar,single,basic.4y,unknown,no,no,telephone,may,tue,26,0
539,38,38 to 58,admin.,single,basic.6y,unknown,no,no,telephone,may,tue,250,0
540,33,17 to 37,self-employed,married,university.degree,no,no,no,telephone,may,tue,792,0
541,55,38 to 58,self-employed,married,unknown,unknown,no,no,telephone,may,tue,146,0
542,36,17 to 37,blue-collar,single,basic.9y,unknown,no,no,telephone,may,tue,440,0
543,57,38 to 58,technician,married,professional.course,unknown,no,yes,telephone,may,tue,289,0
